username,comment,comment_and_emojis,date_comment,likes_comment,lang,emotion_comment,score_emotion
@miguelmedina1488,"que mal que te pusiste un precio, buena entrevista a modo!","['que mal que te pusiste un precio, buena entrevista a modo!', []]",6 months ago,1,es,NEG,-0.923860227689147
@KntanT,"A ver si después de esta entrevista no te demandan por acoso mi buen escorpión  jeje.
Muy tranquila y respetable esta gran señora. Pero Noroña como que tiene mas acercamiento con la gente.","['A ver si después de esta entrevista no te demandan por acoso mi buen escorpión  jeje.\nMuy tranquila y respetable esta gran señora. Pero Noroña como que tiene mas acercamiento con la gente.', ['😂']]",2 months ago,1,es,POS,0.44723139703273773
@joseantoniogarzafigueroa9729,Sencilla la señora Shienbaum. Por algo la gente la saluda y se le acerca.,"['Sencilla la señora Shienbaum. Por algo la gente la saluda y se le acerca.', []]",2 months ago,2,es,POS,0.9276655176654458
@pokegame7263,Claudia la mejor,"['Claudia la mejor', []]",6 months ago,,es,POS,0.8510834742337465
@King_MAS,"Hubiese estado chido que también subirás a su esposa Chela Lora, así se podría ver a la pareja de rock más vieja cotorreando.","['Hubiese estado chido que también subirás a su esposa Chela Lora, así se podría ver a la pareja de rock más vieja cotorreando.', []]",6 months ago (edited),255,es,POS,0.46873101592063904
@pakotrancer,"Bien tibio el escorpión. Suavecitas las preguntas, a modo y casualmente cuando esa señora necesita repuntar (aún no es candidata pero ¿de que privilegios gozará?).","['Bien tibio el escorpión. Suavecitas las preguntas, a modo y casualmente cuando esa señora necesita repuntar (aún no es candidata pero ¿de que privilegios gozará?).', []]",6 months ago,,es,NEG,-0.759674658998847
@benchben9019,Preguntas a modo; cromada que le dió el escorpión a Sheinbaum,"['Preguntas a modo; cromada que le dió el escorpión a Sheinbaum', []]",6 months ago,,es,NEG,-0.6582143642008305
@luisvalenzuelan615,"vengo del video con Noroña y ln él si se siente más como de la gente, más cercano","['vengo del video con Noroña y ln él si se siente más como de la gente, más cercano', []]",3 months ago,1,es,POS,0.9115810776129365
@carlosgamer8582,Por favor tienes que subir Jim Carrey aunque lo tengas que poner sustitulos,"['Por favor tienes que subir Jim Carrey aunque lo tengas que poner sustitulos', []]",6 months ago,,es,NEG,-0.5760327726602554
@freaklander,Jajajak cómo le dió l vuelta a lo que pasa con los vagones  lo de seguridad jajaja,"['Jajajak cómo le dió l vuelta a lo que pasa con los vagones  lo de seguridad jajaja', []]",6 months ago,,es,NEU,-0.41489917412400246
@emiliomaldonadogarza7651,Pd: El escorpión dorado usando el teléfono mientras maneja con la jefa de gobierno de la capital es una de las cosas mas surreales que he visto y que huevos jajajaja,"['Pd: El escorpión dorado usando el teléfono mientras maneja con la jefa de gobierno de la capital es una de las cosas mas surreales que he visto y que huevos jajajaja', []]",7 months ago,1.2K,es,POS,0.7820808067917824
@rociofigueroa627,Excelente entrevista!! Excelente invitada!!,"['Excelente entrevista!! Excelente invitada!!', []]",5 months ago,4,es,POS,0.9683098052628338
@leilum2087,Tremenda rugida de tripas del escorpión,"['Tremenda rugida de tripas del escorpión', []]",6 months ago,,es,NEG,-0.10194909572601318
@anuarmaturano7708,"El PRIAN está muerto !!!
Y ojalá que siga así !!!","['El PRIAN está muerto !!!\nY ojalá que siga así !!!', []]",6 months ago,,es,NEG,-0.8990539088845253
@patocorona,Queremos debate de “Corcholatas” SHEINBAUM-EBRARD-LOPEZ HNDZ- NOROÑA.,"['Queremos debate de “Corcholatas” SHEINBAUM-EBRARD-LOPEZ HNDZ- NOROÑA.', []]",6 months ago,1,es,NEG,-0.5223094373941422
@RafaelRuiz-ln8dt,"Nambre mi escorpión, si te tronaban las tripas pero cabron XDDD","['Nambre mi escorpión, si te tronaban las tripas pero cabron XDDD', []]",6 months ago,,es,NEG,-0.8339725024998188
@fernandoluna4640,"Vale la pena subir a todos los posibles candidatos para que la gente que no conoce mucho de política conozca a sus gobernantes o posibles gobernantes, ojalá puedas subir a todos los posibles
Te amo tío escorpión","['Vale la pena subir a todos los posibles candidatos para que la gente que no conoce mucho de política conozca a sus gobernantes o posibles gobernantes, ojalá puedas subir a todos los posibles\nTe amo tío escorpión', []]",7 months ago,254,es,POS,0.9582036025822163
@elotc4660,Invita a Luz Carreiro ️,"['Invita a Luz Carreiro ️', ['❤', '🙏🏻']]",6 months ago,,es,NEU,0.10962487757205963
@cesarparedes9455,"Muy buen video mi Escorpión, saludos ala jefa de gobierno, Escorpión invita la Presidente Andrés Manuel López Obrador","['Muy buen video mi Escorpión, saludos ala jefa de gobierno, Escorpión invita la Presidente Andrés Manuel López Obrador', []]",6 months ago,3,es,POS,0.9532553199678659
@Gutma1118,I love U tia Clau!!!! < 3,"['I love U tia Clau!!!! < 3', []]",3 months ago,1,en,POS,0.9897718168795109
@cesargalicia3131,POR FAVOR SUBE A MARCELO EBRAD ,"['POR FAVOR SUBE A MARCELO EBRAD ', ['💙', '💙', '💙']]",5 months ago,,es,NEU,-0.22893007844686508
@virac7234,"Según se iba a ir en diciembre 2023 pero se fue en junio, 22:26  
Le ganó la politiqueada","['Según se iba a ir en diciembre 2023 pero se fue en junio, 22:26  \nLe ganó la politiqueada', ['😂', '😂', '😂']]",2 months ago,,es,NEG,-0.9022715440951288
@edgarhdz.2974,"Preguntas que todo el pueblo quería saber y que el Escorpion tuvo miedo de hacer:
Como será tu vestido
Donde será la boda
Donde será la luna de miel","['Preguntas que todo el pueblo quería saber y que el Escorpion tuvo miedo de hacer:\nComo será tu vestido\nDonde será la boda\nDonde será la luna de miel', []]",6 months ago (edited),139,es,NEU,-0.17897008173167706
@josephnavarro7448,"Nueva fase… Escorpión molécula
Preguntas a modo
Ya solo te falta el moño","['Nueva fase… Escorpión molécula\nPreguntas a modo\nYa solo te falta el moño', []]",6 months ago,15,es,NEU,0.02946171537041664
@javierchavira4364,La próxima presidents de México 🇲🇽 Chingon,"['La próxima presidents de México 🇲🇽 Chingon', []]",5 months ago,1,es,NEU,0.2925187200307846
@oficialjesusalbertolopezli7637,Jajajaja ahora si me suscribo,"['Jajajaja ahora si me suscribo', []]",6 months ago,,es,POS,0.7883453108370304
@arbcdp.m3967,Grande mi Claudia ️️,"['Grande mi Claudia ️️', ['❤', '❤']]",6 months ago,,es,POS,0.8574387896806002
@carloscorona3596,Uyyyy que duro fuiste jajajaj x que tan crítico jajajja yo en estos tiempos igual estaría haciendo la barba,"['Uyyyy que duro fuiste jajajaj x que tan crítico jajajja yo en estos tiempos igual estaría haciendo la barba', []]",5 months ago,,es,NEG,-0.7280420027673244
@ignacioleonelmartinezcorte6095,Excelente por ti y x invitar a las corcholatas ojalá todos puedan ir contigo,"['Excelente por ti y x invitar a las corcholatas ojalá todos puedan ir contigo', []]",7 months ago,12,es,POS,0.9558882475830615
@dulcecaballero2172,Le faltó gritar: en exclusiva!! Claudia sheinbaum destruye matrimonio!!!! Esta vez sí le faltó Flow,"['Le faltó gritar: en exclusiva!! Claudia sheinbaum destruye matrimonio!!!! Esta vez sí le faltó Flow', ['😂', '😂', '😂']]",2 weeks ago,,es,NEG,-0.6319672055542469
@GeovanyPonce-mn1dt,La próxima Presidente mujer en la historia de México 🇲🇽 Clau all the way!,"['La próxima Presidente mujer en la historia de México 🇲🇽 Clau all the way!', []]",3 months ago,,es,POS,0.7002904936671257
@andycraftlol8856,Es la mejor entrevista que as echo y me gustaría que le isieras una entrevista al mero mero del  metro a ver si tiene los pantalones vien puestos para que diga públicamente que no ay presupuesto para mantenimiento los cueleros ya que se les da su puta madre no poner andar las escaleras eltricas y ay bastante jente de edad y discapacidad y les viene valiendo madre yo soy una persona de la Tersera edad y tomo el metro en Puebla de la línea 9 yo se que usted si los tiene bien puestos o no ,"['Es la mejor entrevista que as echo y me gustaría que le isieras una entrevista al mero mero del  metro a ver si tiene los pantalones vien puestos para que diga públicamente que no ay presupuesto para mantenimiento los cueleros ya que se les da su puta madre no poner andar las escaleras eltricas y ay bastante jente de edad y discapacidad y les viene valiendo madre yo soy una persona de la Tersera edad y tomo el metro en Puebla de la línea 9 yo se que usted si los tiene bien puestos o no ', ['🤔']]",6 months ago,,es,NEG,-0.9377825921401381
@peterpalacios5895,Perfecta para presidente de la República tiene buena imagen chingona entrevista,"['Perfecta para presidente de la República tiene buena imagen chingona entrevista', []]",6 months ago,,es,POS,0.9562196801416576
@bd1640,"Invita al diputado , ahora candidato Gerardo Fernández Noroña, el más cabron, ley y más pueblo de todos los candidatos...🇲🇽 Si tú lo invitas el va.","['Invita al diputado , ahora candidato Gerardo Fernández Noroña, el más cabron, ley y más pueblo de todos los candidatos...🇲🇽 Si tú lo invitas el va.', ['💪', '😎']]",5 months ago (edited),1,es,POS,0.5045016407966614
@6919killer,Le hubieras preguntado quién está separando el puente de metro Oceanía. Por qué la línea B tiene puentes que pasan sobre vialidades y no se han reparado los daños desde el temblor de septiembre del 2017,"['Le hubieras preguntado quién está separando el puente de metro Oceanía. Por qué la línea B tiene puentes que pasan sobre vialidades y no se han reparado los daños desde el temblor de septiembre del 2017', []]",7 months ago (edited),161,es,NEG,-0.942960683722049
@mamerto1213,"Que bien por esa entrevista de este Señor....lo felicito y felicito a la Ingeniero Claudia Sheinbaum..... colega...  Por esa actitud, su rectitud al responder,  mantenerse firme y honesta.
Adelante Jefa.
Desde Chihuahua.","['Que bien por esa entrevista de este Señor....lo felicito y felicito a la Ingeniero Claudia Sheinbaum..... colega...  Por esa actitud, su rectitud al responder,  mantenerse firme y honesta.\nAdelante Jefa.\nDesde Chihuahua.', []]",6 months ago,2,es,POS,0.9608978326432407
@ramongarciarodriguez6808,"Escorpión sería muy bueno que subieras al volante al diputado Noroña, para que veas lo que es ser pueblo","['Escorpión sería muy bueno que subieras al volante al diputado Noroña, para que veas lo que es ser pueblo', []]",4 months ago,,es,POS,0.7453639954328537
@kawaprepa5,"Estuviste,muy suavecito,,, escorpióna.","['Estuviste,muy suavecito,,, escorpióna.', []]",6 months ago,,es,POS,0.8501634364947677
@mranghellarrive,"Omggggg que bueno estuvo!!!! 

Aunque para mí, solo importan dos, Claudia y Noroña.","['Omggggg que bueno estuvo!!!! \n\nAunque para mí, solo importan dos, Claudia y Noroña.', []]",6 months ago,4,es,POS,0.9590945085510612
@coralvelazquez6488,Y entrevistará a otros de otro partido? O el escorpión ya se destapó ?,"['Y entrevistará a otros de otro partido? O el escorpión ya se destapó ?', []]",6 months ago,,es,NEU,-0.23040280677378178
@DiNoExTrEmErAwR,Se viene!!! Ibai y escorpión dorado al volante lo acaba de decir Ibai en directo ️ esto es top!!!,"['Se viene!!! Ibai y escorpión dorado al volante lo acaba de decir Ibai en directo ️ esto es top!!!', ['🔥', '❣']]",7 months ago,20,es,POS,0.9060623710975051
@luzvioleta4076,La mejor jefa!,"['La mejor jefa!', []]",6 months ago,2,es,POS,0.9227397800423205
@karladianacruz3786,"A mí me parece que  Claudia es una mujer super educada inteligente y humilde que inspira respeto, no como el ignorante de Peña Nieto que ni su nombre sabía...
A mí me pareció muy natural la actitud del Escorpión dorado y fue evidente que la presencia de Claudia le inspiro genuinamente respeto y si toco temas controversiales cómo lo del metro, sin dejar de lado su estilo.","['A mí me parece que  Claudia es una mujer super educada inteligente y humilde que inspira respeto, no como el ignorante de Peña Nieto que ni su nombre sabía...\nA mí me pareció muy natural la actitud del Escorpión dorado y fue evidente que la presencia de Claudia le inspiro genuinamente respeto y si toco temas controversiales cómo lo del metro, sin dejar de lado su estilo.', []]",6 months ago,9,es,POS,0.9180737715214491
@ramseslona1181,NOROÑA VA A DAR L SORPRESA ,"['NOROÑA VA A DAR L SORPRESA ', ['❤', '❤', '❤', '❤', '❤']]",3 months ago,2,es,NEG,-0.317465141415596
@Oskarho7,"Minuto 21:00, como te le metes al RTP, infouyentismo puro. ","['Minuto 21:00, como te le metes al RTP, infouyentismo puro. ', ['😂', '😂', '😂', '😅']]",6 months ago,1,es,NEG,-0.8911929093301296
@luismartinez8472,Yo llegue aquí por haber visto antes la entrevista de Noroña .... ;),"['Yo llegue aquí por haber visto antes la entrevista de Noroña .... ;)', []]",2 months ago (edited),1,es,NEU,0.13313311338424683
@robertoaveleyra3247,"Y después de tanto, nos damos cuenta que luisito es el más apretado","['Y después de tanto, nos damos cuenta que luisito es el más apretado', []]",7 months ago,598,es,POS,0.6802790462970734
@alexbellazetin3016,Buena entrevista felicidades,"['Buena entrevista felicidades', []]",6 months ago,1,es,POS,0.946432625874877
@bettyparis3186,Excelente Claudia !!,"['Excelente Claudia !!', []]",3 months ago,3,es,POS,0.9147429289296269
@elyzbeltran4221,"El escorpion ivito a Tao pai pai, increíble que haya podido invitar a un personaje de dragon ball, como le habrá hecho, eso es tener influecias","['El escorpion ivito a Tao pai pai, increíble que haya podido invitar a un personaje de dragon ball, como le habrá hecho, eso es tener influecias', []]",6 months ago,,es,NEG,-0.433935210108757
@Alberto-tz5fm,14:05 jajajaj igual me espante ,"['14:05 jajajaj igual me espante ', ['😅', '😅', '😅', '🤣', '🤣']]",6 months ago,,es,NEU,-0.07847177237272263
@monjesierra8212,4 millones costó esta entrevista caramba.,"['4 millones costó esta entrevista caramba.', []]",6 months ago,2,es,NEU,-0.4145278260111809
@carlosvale5475,Faltaron preguntas incómodas.!!!! Aver como reaccionaba Claudia.!!!,"['Faltaron preguntas incómodas.!!!! Aver como reaccionaba Claudia.!!!', []]",6 months ago (edited),29,es,NEG,-0.6220056936144829
@edgarmayorga5169,"Bien ahí Claudia, bien también Escorpión!!!","['Bien ahí Claudia, bien también Escorpión!!!', []]",5 months ago,3,es,POS,0.8872951921075583
@zaahirabp5976, No pues.......si duele. No lo esperaba...tenia fe. ,"[' No pues.......si duele. No lo esperaba...tenia fe. ', ['😔', '☹']]",6 months ago,1,es,NEG,-0.34482842683792114
@eliezersandoval886,Se suavizo en la entrevista con  la señora.,"['Se suavizo en la entrevista con  la señora.', []]",6 months ago,,es,NEU,-0.18171360343694687
@cesarartemiolopezcarreto8610,"Yo pensaba que le ibas a cuestionar mas a fondo o al menos con mas criterio sobre todo lo que se le culpa, pero se vio claro que todo estaba arreglado.
La bronca no es que sea ella, la bronca es que asi vayas a ser con todos, sean del partido que sean, asi que caso que los entrevistes.","['Yo pensaba que le ibas a cuestionar mas a fondo o al menos con mas criterio sobre todo lo que se le culpa, pero se vio claro que todo estaba arreglado.\nLa bronca no es que sea ella, la bronca es que asi vayas a ser con todos, sean del partido que sean, asi que caso que los entrevistes.', []]",6 months ago,1,es,NEG,-0.8695908850058913
@bailesrodeotexcoco7316,Invita a lily Téllez ,"['Invita a lily Téllez ', ['😂']]",5 months ago,1,es,NEU,0.06670182943344116
@nancyveronicahernandezdiaz5476,"Escorpión no le hiciste preguntas candentes, no pensaba ver este video pero mi hijo me dijo que lo viera, sigo siendo tu fan, tú muy bien!!!!","['Escorpión no le hiciste preguntas candentes, no pensaba ver este video pero mi hijo me dijo que lo viera, sigo siendo tu fan, tú muy bien!!!!', []]",7 months ago,16,es,POS,0.942548499442637
@marthamarquez4690,"Felicidades!! Excelentes los dos, llenaron la pantalla, Escorpión con las preguntas y  Claudia con sus respuestas y carisma ","['Felicidades!! Excelentes los dos, llenaron la pantalla, Escorpión con las preguntas y  Claudia con sus respuestas y carisma ', ['👋', '👋', '👋', '👋', '👋', '🤩']]",6 months ago,3,es,POS,0.9737962558865547
@adrianjaramillo3923,"La doctora Claudia me gusta para mi novia antes de que se case!!  
Muchos saludos doctora Claudia,  próxima presidenta de México!!","['La doctora Claudia me gusta para mi novia antes de que se case!!  \nMuchos saludos doctora Claudia,  próxima presidenta de México!!', ['😁', '😁']]",6 months ago,5,es,POS,0.9283988596871495
@juared45,"Invita a don Ángel Verdugo, escorpión. Por favor. ","['Invita a don Ángel Verdugo, escorpión. Por favor. ', ['🙌']]",6 months ago,,es,NEU,-0.21575088798999786
@bombonlopez249,"Si me gusta para que siga la transformación en MÉXICO...de ella a Sandra Cuevas y movimiento ciudadano con Ricky canallin pues ...
Gracias Escorpión","['Si me gusta para que siga la transformación en MÉXICO...de ella a Sandra Cuevas y movimiento ciudadano con Ricky canallin pues ...\nGracias Escorpión', []]",6 months ago,4,es,POS,0.8460130281746387
@crownmoon7857,"Siempre se chamaquea a los invitados, pero ahora sí se vio muy comprado ","['Siempre se chamaquea a los invitados, pero ahora sí se vio muy comprado ', ['😂']]",4 months ago,1,es,NEG,-0.6523454152047634
@danskrik,"El futuro del país puede esperar, ya puse la campanita para ser el primero en ver el escorpión con Ibai al volante","['El futuro del país puede esperar, ya puse la campanita para ser el primero en ver el escorpión con Ibai al volante', []]",7 months ago,174,es,NEU,0.2748854514211416
@TheOscar0123,Me enamoré de Claudia ,"['Me enamoré de Claudia ', ['😍']]",6 months ago,,es,POS,0.8557898905128241
@aldosansan2335,"AMODOs quellos, cuando la gente es burda y cree , que todos estamos igual de estupidos. Lastima,  era buen contenido. Saludos al Alex Lora.","['AMODOs quellos, cuando la gente es burda y cree , que todos estamos igual de estupidos. Lastima,  era buen contenido. Saludos al Alex Lora.', []]",6 months ago (edited),1,es,NEG,-0.9518697462044656
@moisesreyes6132,Primero con los gobiernicolas y ahora vetado por salinas vas muy bien chavo jajaja,"['Primero con los gobiernicolas y ahora vetado por salinas vas muy bien chavo jajaja', []]",6 months ago,,es,NEG,-0.5745831578969955
@moni.ley.ca77,QUE BUEN VIDEO!! YA HACIA FALTA ALGO ASI! LLEVA A NOROÑA!!,"['QUE BUEN VIDEO!! YA HACIA FALTA ALGO ASI! LLEVA A NOROÑA!!', []]",6 months ago,2,es,POS,0.9673286827746779
@apextoso98,"Uy si todo bien orgánico, todos quieren a claudia","['Uy si todo bien orgánico, todos quieren a claudia', []]",6 months ago,,es,NEU,0.03585799038410187
@brendaandreaolivera3201,Minuto 20:46  Con este Sol tus ojos brillan! La Dra. Cálmate! ,"['Minuto 20:46  Con este Sol tus ojos brillan! La Dra. Cálmate! ', ['🤣', '🤣', '🤣']]",7 months ago,62,es,POS,0.6046077143400908
@soychrisloal,Hace falta un estabilizador cuando se grabe abajo del carro.,"['Hace falta un estabilizador cuando se grabe abajo del carro.', []]",6 months ago,2,es,NEU,-0.23527797311544418
@pedroirigoyen6566,Finísima persona Claudia sheinbaum   ánimo puro pa delante chavalones ,"['Finísima persona Claudia sheinbaum   ánimo puro pa delante chavalones ', ['👌', '🌹', '👍']]",3 months ago,,es,POS,0.8993771113455296
@manuelgarcia5908,Sube a Andres Manuel!!!,"['Sube a Andres Manuel!!!', []]",6 months ago,1,es,NEU,0.0016330480575561523
@marthasanchez4445,Jajajaja muy buena entrevista yo quiero trabajar con ella ,"['Jajajaja muy buena entrevista yo quiero trabajar con ella ', ['👌🏻']]",6 months ago,,es,POS,0.9641099888831377
@khqlpns,MI CANDIDATA..!,"['MI CANDIDATA..!', []]",4 months ago,2,es,POS,0.5092165376991034
@albertoromero4647,"Escorpión Dorado y el mismísimo y poderosísimo maestro Tao Pai Pai, EPICO!!!","['Escorpión Dorado y el mismísimo y poderosísimo maestro Tao Pai Pai, EPICO!!!', []]",7 months ago,92,es,POS,0.9306013695895672
@juliogzz,Like si quieres ver la entrevista de ibai con el escorpion dorado al volante =D,"['Like si quieres ver la entrevista de ibai con el escorpion dorado al volante =D', []]",6 months ago,2,es,POS,0.5903281103819609
@guadaluperodriguez7749,Muy buena entrevista......,"['Muy buena entrevista......', []]",6 months ago,2,es,POS,0.9555911384522915
@ivonnelopez97,La patronaaa,"['La patronaaa', []]",3 months ago,,es,NEU,0.24799016118049622
@erickguevara2667,Ya hasta te ganaste una aparición en la UDQ ( Unidad  De Quemados ) cuando puedas chécala !,"['Ya hasta te ganaste una aparición en la UDQ ( Unidad  De Quemados ) cuando puedas chécala !', []]",6 months ago (edited),13,es,NEU,0.34110622853040695
@vanessaornelas7004,,"['', ['❤', '❤', '❤', '❤', '❤', '❤']]",3 months ago,1,emoji,EMOJI,EMOJI
@keicolin2946,"Qué bueno que Claudia aceptó tu invitación y se pudo llevar a cabo esta entrevista, pero sigo sin ser su simpatizante! Hahahaha Estaremos al pendiente de los siguientes invitados!","['Qué bueno que Claudia aceptó tu invitación y se pudo llevar a cabo esta entrevista, pero sigo sin ser su simpatizante! Hahahaha Estaremos al pendiente de los siguientes invitados!', []]",7 months ago (edited),39,es,POS,0.8264193721115589
@ceciliaflow6976,Me encantó! Es de las entrevistas que uno más esperafelicidades,"['Me encantó! Es de las entrevistas que uno más esperafelicidades', ['😀']]",6 months ago,4,es,POS,0.9791709368582815
@JulioNosgavaRamirez,"Todos hemos tenido hambre y necesidad, no culpen al escorpión, cómo dice la frase.. . Nadie aguanta cañonazos de 50 mil pesos.... Aunque claramente aquí fue más dinero jejeje ","['Todos hemos tenido hambre y necesidad, no culpen al escorpión, cómo dice la frase.. . Nadie aguanta cañonazos de 50 mil pesos.... Aunque claramente aquí fue más dinero jejeje ', ['😅']]",6 months ago,3,es,NEG,-0.7699904702603817
@merecago,"Muy bueno, pero métale el cuchillo hasta el mango a los futuros invitados!","['Muy bueno, pero métale el cuchillo hasta el mango a los futuros invitados!', []]",5 months ago,,es,NEU,0.41622210294008255
@mariomorales6590,"El hermano del werever se chingo una lanita con esta entrevista .
No lo juzgo , ni pongo en tela de juicio su integridad pues cualquiera que tuviera su alcance y la oportunidad que tuvo este camarada lo haría.
Al final uno siempre busca su bienestar económico y que la familia esté bien.","['El hermano del werever se chingo una lanita con esta entrevista .\nNo lo juzgo , ni pongo en tela de juicio su integridad pues cualquiera que tuviera su alcance y la oportunidad que tuvo este camarada lo haría.\nAl final uno siempre busca su bienestar económico y que la familia esté bien.', []]",6 months ago,28,es,POS,0.9020074345171452
@qRESCO,"Mueres siendo un heroe, o vives suficiente para convertirte en villano.","['Mueres siendo un heroe, o vives suficiente para convertirte en villano.', []]",5 months ago,1,es,NEU,-0.12631727755069733
@JoseMartinez-cd1jc,Es legal no hubo nadie más apretada que Luisito comunica jajaja ,"['Es legal no hubo nadie más apretada que Luisito comunica jajaja ', ['😂']]",7 months ago,95,es,POS,0.6714399382472038
@marcoantonio-xv5oz,"12:28 es decir que puedes utilizar tu puesto, para seguir haciendo campaña anticipada y defendiendo que es tu trabajo, sin siquiera estar presente en tu lugar donde tendrías que estar.","['12:28 es decir que puedes utilizar tu puesto, para seguir haciendo campaña anticipada y defendiendo que es tu trabajo, sin siquiera estar presente en tu lugar donde tendrías que estar.', []]",6 months ago,2,es,NEG,-0.8019622582942247
@javivazqz8627,"""cuando hacemos entrevistas, la gente le da vuelta a las cosas, tu eres la primera que se sube"" 

Claudia minutos antes cuando le preguntan las fallas del metro ""pero ya hay guardia nacional!!!""","['""cuando hacemos entrevistas, la gente le da vuelta a las cosas, tu eres la primera que se sube"" \n\nClaudia minutos antes cuando le preguntan las fallas del metro ""pero ya hay guardia nacional!!!""', []]",6 months ago,8,es,NEU,0.08251556754112244
@dredgargutierrezh,Muy ligera esa entrevista. Mejor que le siga con artistas o que invite a BROZO Para que le ayude,"['Muy ligera esa entrevista. Mejor que le siga con artistas o que invite a BROZO Para que le ayude', []]",6 months ago,,es,NEU,-0.2602943181991577
@irmamartinez1705,Sin duda la mejor entrevista ,"['Sin duda la mejor entrevista ', ['👏']]",5 months ago,,es,POS,0.9139450881630182
@grupoempresarialexportasia5676,Si me agrada esta señora,"['Si me agrada esta señora', []]",5 months ago,,es,POS,0.9392796400934458
@Hugo-xl6ub,"Grande, grande Escorpión Dorado, el mejor de todos los tiempos, cuántas mentadas de madre, cuántas risas, cuántas experiencias. Qué todos sea exitos para ti. Bravo Bravo","['Grande, grande Escorpión Dorado, el mejor de todos los tiempos, cuántas mentadas de madre, cuántas risas, cuántas experiencias. Qué todos sea exitos para ti. Bravo Bravo', []]",7 months ago,58,es,POS,0.9507919708266854
@Fab_Morningstar,Nada como una entrevista a modo para iniciar el finde,"['Nada como una entrevista a modo para iniciar el finde', []]",6 months ago,1.3K,es,POS,0.9240185543894768
@antoniopacheco2104,"Eres un Crack @elpelucheenelestuche.
Mis respetos a tu gran Forma de ver la Vida. Y hacer que grandes personalidades aparezcan en tu canal.
Éxito peluchon.","['Eres un Crack @elpelucheenelestuche.\nMis respetos a tu gran Forma de ver la Vida. Y hacer que grandes personalidades aparezcan en tu canal.\nÉxito peluchon.', []]",6 months ago,1,es,POS,0.9750132521148771
@miguelvilla2659,Chale me aventé propaganda política por ver al ,"['Chale me aventé propaganda política por ver al ', ['🦂']]",6 months ago,1,es,NEG,-0.9520141570828855
@HistoriasdeExitoYoutubers,Maravilloso video.,"['Maravilloso video.', []]",6 months ago,1,es,POS,0.48565101623535156
@alfonsotinoco8802,La señora Tweedy al volante ,"['La señora Tweedy al volante ', ['😂']]",5 months ago,,es,NEU,0.09008270874619484
@franciscojaviermurilloguti7157,no había visto entrevista tan arreglada desde que el Lord molécula le hacia preguntas en la mañanera a AMLO,"['no había visto entrevista tan arreglada desde que el Lord molécula le hacia preguntas en la mañanera a AMLO', []]",7 months ago,29,es,NEG,-0.8318847194314003
@angeldelapuente4207,"Quemon, del escorpión ojalá sepa cómo reponerse de este bache y que se mantenga imparcial, ánimo Alex que sirva la experiencia","['Quemon, del escorpión ojalá sepa cómo reponerse de este bache y que se mantenga imparcial, ánimo Alex que sirva la experiencia', []]",6 months ago,23,es,POS,0.9182451004162431
@annajimenez2673,Sube a Omar García el jefe de secretaria de seguridad ciudadana,"['Sube a Omar García el jefe de secretaria de seguridad ciudadana', []]",3 months ago,,es,NEU,0.010755151510238647
@fabioladuenas6344,Sentí muy tibia la entrevista. No tiene la chispa que normalmente te caracteriza escorpión.,"['Sentí muy tibia la entrevista. No tiene la chispa que normalmente te caracteriza escorpión.', []]",4 months ago,,es,NEG,-0.9749425905756652
@magdaortiz2077,"Vamos Presidenta!!!  con todo menos con miedo, el pueblo te quiere ","['Vamos Presidenta!!!  con todo menos con miedo, el pueblo te quiere ', ['🎉', '🎉', '🎉', '🎉', '❤']]",3 months ago,7,es,POS,0.6784108281135559
@thomasgoodman6075,"Verde que te quiero ver punt0 escorpión, con Tokio, bien fiera con todos los que vayan. No vayas a salir como el puntito de kkrlos lormontajes que casi chilla cuando “entrevistó” a la Barbi, pero eso si muy fiera con el Calimba. Para que te me pongas perro con todos.","['Verde que te quiero ver punt0 escorpión, con Tokio, bien fiera con todos los que vayan. No vayas a salir como el puntito de kkrlos lormontajes que casi chilla cuando “entrevistó” a la Barbi, pero eso si muy fiera con el Calimba. Para que te me pongas perro con todos.', []]",5 months ago,,es,NEG,-0.45448683202266693
@aaronlopezgarcia173,Ese final fue épico jajaja ,"['Ese final fue épico jajaja ', ['😂']]",7 months ago,58,es,POS,0.9018911747261882
@hectorespinoza6937,14:06 la cara cuando te piden la hora,"['14:06 la cara cuando te piden la hora', []]",6 months ago,,es,NEU,-0.37142618745565414
@gaspardoxfilms4750,Que buen rollo de subirse y arriesgarse con el escorpión y a parte dar una muy buena entrevista habla muy bien de Claudia.,"['Que buen rollo de subirse y arriesgarse con el escorpión y a parte dar una muy buena entrevista habla muy bien de Claudia.', []]",6 months ago,2,es,POS,0.9701309273950756
@oscarperez4006,Sube al medio metro pinche Scorpion ,"['Sube al medio metro pinche Scorpion ', ['🧢', '🚼']]",5 months ago,,es,NEG,-0.7567505873739719
@pennarubra,Ni siquiera con la tremenda cromada que le dio el Escorpión logra Sheinbaum ser un más interesante XD,"['Ni siquiera con la tremenda cromada que le dio el Escorpión logra Sheinbaum ser un más interesante XD', []]",6 months ago,,es,NEG,-0.7793700769543648
@AlbertoMartinez-pd5bj,"No cabe duda que elpinche principe de inglaterra de Luisito Comunica fue el invitado más pinche mamón y apretado, digno de su realeza.","['No cabe duda que elpinche principe de inglaterra de Luisito Comunica fue el invitado más pinche mamón y apretado, digno de su realeza.', []]",5 months ago,,es,POS,0.19477784633636475
